,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
948,Life Changes,Thomas Rhett,4Vxu50qVrQcycjRyJQaZLC,2017-09-08,0.687,0.845,-4.37,0.0576,0.1,0.0452,0.809,87.972,-39.04969265075576
949,She Broke My Heart,Noah Schnacky,5lyyBTTdB9tlNKvni9VwvZ,2021-02-26,0.544,0.869,-3.455,0.0763,0.00106,0.0881,0.701,167.984,-39.099489711885404
950,Church Bells,Carrie Underwood,67citk3uzWs5qbaIVKTeg8,2015-10-23,0.575,0.844,-1.772,0.0633,0.226,0.0538,0.542,87.007,-40.20709110226052
951,Quit,Sophia Scott,7v7rMubvwVTOLxx1JgW2pp,2018-04-06,0.64,0.341,-18.088,0.0314,0.0615,0.199,0.515,87.982,-40.73977433551838
952,If My Name Was Whiskey,Carly Pearce,2EXCLMhZF0XqmdCsSMYwt3,2017-10-13,0.503,0.455,-6.59,0.0316,0.414,0.123,0.18,85.777,-41.205918195201
953,I Am Invincible,Cassadee Pope,1RBtvkiaOgIFbB2tTbBgeg,2015-07-24,0.4,0.939,-2.616,0.0487,0.0426,0.131,0.264,171.833,-43.00068142370069
954,Somebody's Daughter,Tenille Townes,212JC1fIZDB2Wp5B16eZON,2020-06-26,0.477,0.859,-5.222,0.0392,0.00209,0.123,0.536,173.886,-44.918983038097636
955,Friend Zone,Danielle Bradbery,61LpvP2FrGciiC0EphQJJc,2015-01-01,0.678,0.801,-3.953,0.274,0.123,0.229,0.727,175.923,-46.997232530428235
956,Drunk Me,Mitchell Tenpenny,1G4cdOtF36ZCs6i2dZoC87,2018-12-14,0.499,0.797,-3.77,0.0554,0.199,0.0933,0.408,176.024,-47.105539876296966
957,Concrete Angel,Martina McBride,2LLcI3oU4CedCQDV5tJ1SK,2001-09-17,0.622,0.392,-9.737,0.0253,0.498,0.146,0.274,77.991,-49.11708337433453
958,"Jesus, Take the Wheel",Carrie Underwood,3lec3CzDPAxsZokPph5w87,2005-11-14,0.359,0.518,-3.537,0.0302,0.665,0.106,0.135,76.572,-50.47648537866584
959,the other girl (with Halsey),Kelsea Ballerini,3CS5zwqrjggxlRD0QGJAva,2020-03-20,0.583,0.769,-4.859,0.159,0.419,0.0988,0.785,179.869,-50.907513357316596
960,One Man Band,Old Dominion,7cA3PnUQDlUyBBwpRozQeo,2019-10-25,0.706,0.358,-8.331,0.0347,0.677,0.107,0.478,75.991,-51.03500418074357
961,I Hate Love Songs,Kelsea Ballerini,0Sbeihd75SGitymHS8Bqbh,2018-10-26,0.386,0.446,-7.807,0.0297,0.252,0.18,0.4,179.995,-51.043187016073496
962,The Other Side,Lauren Alaina,4QpTG5bffatmfaW04SZH16,2019-10-21,0.5,0.672,-4.755,0.031,0.207,0.118,0.187,75.067,-51.93193454692544
963,Rich,Maren Morris,4H0vNUFcHPz5lytcLjwqkr,2017-03-17,0.565,0.855,-4.189,0.0557,0.0445,0.32,0.852,74.98,-52.038095273963215
964,Hello Beautiful,Noah Schnacky,1p61zyWNtBhbbAFzg4HUiq,2018-01-27,0.504,0.472,-6.925,0.0404,0.54,0.306,0.313,73.521,-53.464296213023815
965,Better Luck Next Time,Kelsea Ballerini,7vejWqYK7NFsxbxQsAjTrC,2019-06-11,0.373,0.477,-6.391,0.0819,0.226,0.0879,0.531,198.522,-69.54417267570723
966,Oklahoma City,Zach Bryan,6yiGycOXWsojMwvge8b9AO,2020-08-21,0.612,0.38,-8.02,0.0654,0.615,0.0707,0.471,129.788,-1.6213819542366603
967,Like A Cowboy,Parker McCollum,13bXmY0acm51KkgEdhCm1n,2020-04-10,0.486,0.443,-6.791,0.034,0.611,0.0981,0.215,125.159,-1.9242921929931773
968,Life Rolls On,Florida Georgia Line,0nTXElyiOEN60Z22Pyu9tt,2021-02-12,0.572,0.691,-5.038,0.0314,0.163,0.14,0.36,130.974,-2.2122319312277403
969,Z71,Sean Stemaly,4vfN00PlILRXy5dcXHQE9M,2021-07-30,0.503,0.879,-4.82,0.03,0.00287,0.0581,0.361,132.04,-3.3053909116246016
970,Pieces,Muscadine Bloodline,73rxH6rYJQZtwfjKNb4mwZ,2020-07-10,0.49,0.261,-11.495,0.042,0.864,0.106,0.47,123.85,-5.773915018657988
971,Take Me To The Bottom,The Cadillac Three,04FdD1nYNw8tB9CD7aNp91,2017-08-25,0.618,0.548,-6.551,0.0303,0.209,0.448,0.445,139.92,-10.953549734284085
972,Things A Man Oughta Know,Lainey Wilson,5QS8PNEWbqTEZyQ6e9ZbJf,2021-02-19,0.659,0.683,-5.623,0.0312,0.513,0.133,0.397,139.931,-10.966871677259755
973,Ain't Nothin' to It,Cody Johnson,4QWaq7U3fufJjy1rCBm6ds,2019-01-18,0.514,0.618,-5.673,0.0268,0.132,0.0921,0.311,139.977,-11.013158092275374
974,Sand In My Boots (The Dangerous Sessions) - Bonus,Morgan Wallen,6wR4Kp6gby7SEsD7ezK78c,2021-01-29,0.411,0.273,-8.878,0.0312,0.93,0.118,0.474,140.137,-11.476371377127188
975,The Other Guy,Luke Combs,0jcZ1uIHmvh6Is9T6hXOUk,2020-10-23,0.567,0.726,-4.705,0.0309,0.216,0.12,0.319,141.92,-13.020208130766017
976,To Us It Did,Mitchell Tenpenny,35v4CE7o8XHvXPDjGPsp15,2021-04-30,0.687,0.86,-4.579,0.0371,0.0105,0.0226,0.492,113.988,-13.088177062700451
977,Better Than You’re Used To,Tyler Rich,7stizS5H8h8ABU390mkhZC,2021-02-12,0.586,0.817,-5.352,0.0621,0.106,0.319,0.593,143.949,-14.995146068417096
978,Care At All,Bryce Vine,40oAlYpWjFG0LdrhodVnRN,2021-03-05,0.649,0.462,-7.744,0.0926,0.408,0.112,0.257,146.005,-17.09933816745794
979,Fill Them Boots,Chris Lane,4RBcYEl3yD9gYQE94LxFmE,2021-04-23,0.612,0.765,-5.122,0.0293,0.0489,0.291,0.766,146.086,-17.142585494079903
980,Only Thing That’s Gone (feat. Chris Stapleton),Morgan Wallen,0CfPMZ1DSdzglsMRpLDM2H,2021-01-08,0.5,0.803,-4.591,0.032,0.11,0.296,0.451,150.058,-21.137915917719145
981,Growing Up,Thomas Rhett,7rKfBFtyJX2M3JcecMAvD0,2021-04-30,0.629,0.788,-6.467,0.0242,0.0119,0.14,0.561,104.971,-22.013508665564196
982,Under My Skin,Nate Smith,3G3OwFCrkc86mMuLPOvgjc,2020-10-16,0.604,0.537,-6.189,0.0346,0.131,0.163,0.48,151.757,-22.7799908242202
983,If It Wasn’t For Trucks,Riley Green,4QhFrBkJ3Rqx66Xs8xwH8o,2020-09-11,0.435,0.811,-5.594,0.0357,0.00047,0.163,0.174,152.041,-23.075570642165506
984,That Ain't Me No More,Matt Stell,4wrKruoaRzt3TtdzJ9uR0F,2021-02-05,0.555,0.759,-3.651,0.0305,0.082,0.114,0.22,152.052,-23.208082167532496
985,Palomino Princess,Tyler Booth,1HuEzIUsDNEpUX4L2WimTT,2021-01-08,0.666,0.602,-6.29,0.0238,0.12,0.103,0.236,102.054,-24.928676705532016
986,Where Corn Don’t Grow,Riley Green,6jxQfS8A6yz99wXGpGCLzy,2021-04-09,0.622,0.566,-8.185,0.0264,0.00839,0.0973,0.269,102.017,-25.045011007428997
987,Town Home,Austin Burke,3oYzZC4WuE9Ymqcp91cGzk,2020-12-31,0.63,0.683,-5.7,0.0307,0.15,0.133,0.486,155.927,-26.95330577033777
988,i don't wanna party,mike.,7dCDuz7v3fysECAKFWmD6c,2021-03-12,0.755,0.404,-6.404,0.0539,0.606,0.127,0.195,99.012,-27.972613586454344
989,She's Somebody's Daughter,Drew Baldridge,50NF7iOmQU8m4Z38qmQ0WZ,2019-07-19,0.613,0.873,-4.572,0.0299,0.0688,0.094,0.436,97.999,-29.024760807873232
990,BLURRY,HARDY,7xJAFrioJ68AEKveUMaZbJ,2021-05-21,0.448,0.866,-4.162,0.032,0.00278,0.605,0.469,157.994,-29.08852669371498
991,When I Pull Up,Justin Champagne,36YL11gGDlMvhPvrIOYqQn,2020-10-23,0.46,0.666,-7.57,0.0975,0.0294,0.107,0.567,89.952,-37.054619019115115
992,Come Back,David Morris,1gkgSazb8xJ4QNN3sdPvKh,2021-05-14,0.616,0.664,-6.453,0.044,0.0019,0.188,0.533,88.043,-38.93874255331533
993,865,Morgan Wallen,0sKEilrw1GrBlG6qsTCrP4,2021-01-08,0.532,0.584,-5.254,0.0248,0.723,0.101,0.367,88.003,-38.987964821931065
994,catalogue cabin,mike.,5FisXItA4wScgNMm7l2EYN,2021-04-08,0.643,0.276,-11.378,0.0603,0.848,0.274,0.403,87.603,-39.71632949628439
995,Cheers,ERNEST,5sE5w8lzxAg5fNeXbSWIOw,2020-12-11,0.508,0.716,-5.149,0.04,0.712,0.364,0.47,171.867,-42.901802931998155
996,in & out,mike.,2Scr0y3esb358gdEJoGLiK,2021-02-12,0.531,0.573,-7.677,0.269,0.278,0.196,0.524,83.489,-43.51634583363732
997,Fancy Like,Walker Hayes,3ZozFqJJlDBNIm4xqxn2ZD,2021-06-04,0.649,0.76,-6.487,0.0574,0.114,0.317,0.843,80.018,-46.964134847612954
998,Stand Out,Morgan Wallen,1obSAv22xGzYYrPWRcC4PD,2016-07-29,0.461,0.879,-4.621,0.175,0.302,0.35,0.817,175.929,-46.977042771308874
999,We Didn't Have Much,Justin Moore,0Iuw6WPws324i7G7sCejTX,2021-04-23,0.469,0.673,-8.015,0.0337,0.418,0.119,0.578,175.954,-47.011168059004795
1000,Makin' Plans,Miranda Lambert,4SgbELGcdmMdVtSbpkSG6x,2009-09-24,0.441,0.463,-8.041,0.0283,0.0697,0.107,0.343,79.611,-47.40610092632954
1001,God Speed,Zach Bryan,4GeyPGMzh6VwdNcaCufY9f,2019-08-24,0.583,0.0819,-15.249,0.04,0.869,0.103,0.167,79.385,-48.44335975275143
1002,Me Against the Mountain,Ian Munsick,6w4O6XOlhY1acAxvWTMTg4,2020-12-04,0.521,0.33,-7.611,0.0293,0.912,0.186,0.902,189.932,-60.97429978829936
1003,Happier Alone (feat. Koe Wetzel),Austin Meade,4VyZr1v1MNeZbl6eV8ZJGh,2021-02-12,0.316,0.809,-6.756,0.0686,0.00356,0.0717,0.389,199.784,-70.80943889575799
