,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
971,Alone In A Room,Asking Alexandria,0hAIs32U2SmJcXymlcyF8h,2017-12-15,0.482,0.946,-3.23,0.0852,0.00251,0.0466,0.284,135.071,-4.856528945686929
972,Come Together,Trapt,0BvhiysifziCaKnQtFSf5X,2021-03-03,0.706,0.631,-7.648,0.047,0.105,0.109,0.359,136.066,-5.088809174043185
973,County Line,Chase Matthew,1V8LJmUEAleAHmBUaD0ZFI,2021-07-02,0.536,0.772,-6.027,0.0339,0.206,0.163,0.423,134.019,-6.177050130182952
974,Ghost,Witt Lowry,6a0JNVksUWTzdQ2H0r9nBd,2019-08-30,0.722,0.59,-7.398,0.104,0.0792,0.109,0.217,148.132,-7.044264997441209
975,What Hurts The Most,Unsafe Unsound,0yXEQmSYPzKUYlGTMshWr3,2022-02-01,0.522,0.659,-10.607,0.0351,0.015,0.315,0.527,135.992,-7.273105141082434
976,The In-Between,In This Moment,3WZiHsjugLgasZW7wGemNN,2020-03-27,0.469,0.951,-4.222,0.111,0.0119,0.0976,0.283,149.976,-8.100035295416912
977,SOS (feat. Travis Barker),Sueco,38X7LavheHbSg0UwjRUNcf,2021-04-16,0.615,0.785,-4.88,0.0632,0.0186,0.166,0.369,150.03,-8.198472047416791
978,My World,Seckond Chaynce,2HSSdpAdleNZufePRcoklm,2018-03-01,0.708,0.716,-5.381,0.0444,0.472,0.187,0.309,130.103,-9.888475406853772
979,Lips Of An Angel,Hinder,40LQiUUUKXVGyNs09lHVjW,2005-01-01,0.476,0.736,-5.38,0.0343,0.0217,0.203,0.251,129.084,-10.886412455601786
980,7 Years,Cryptic Wisdom,2Oea2FIrec4zenzkrTecJ4,2020-12-31,0.863,0.513,-9.068,0.0479,0.533,0.0934,0.436,130.014,-11.040902796257107
981,Fall in the Fall,Jelly Roll,6bXSfLBuqFQtVHNLxXbqbk,2018-03-23,0.71,0.779,-6.954,0.0472,0.158,0.0997,0.366,129.093,-11.171842654263967
982,Heavy Is The Weight (feat. Andy Mineo),Memphis May Fire,0OmcsdbwTjyR0f22EzhYDk,2018-11-16,0.556,0.951,-3.179,0.0729,0.000464,0.292,0.482,128.051,-11.854626824130705
983,Crash,Witt Lowry,44Ntnebxz8ncM6NqCWBlDB,2019-08-30,0.561,0.602,-7.455,0.287,0.287,0.256,0.637,153.795,-12.394265871984516
984,Iris,DIAMANTE,6yfGW1uvUa3riTuZbf3zed,2020-07-10,0.381,0.65,-5.706,0.0318,0.00183,0.333,0.152,154.773,-13.00760884766763
985,XO TOUR Llif3,Fame on Fire,4e3S4W8SmflgP8jwK2ceTZ,2017-06-02,0.534,0.94,-3.969,0.0538,0.000519,0.104,0.339,154.956,-13.075145723855844
986,Everybody Hates Me,Tom MacDonald,5ASFhZRvMbgqRZJtSmwzex,2018-11-10,0.81,0.582,-5.826,0.194,0.112,0.0526,0.497,124.892,-15.108933513291962
987,Now I'm Forever,AK,0cZ70m4LPKCyukf68hEJuw,2018-10-10,0.533,0.666,-6.27,0.365,0.106,0.127,0.586,156.897,-15.190410608942425
988,"We Will Rock You (feat. Maria Brink, Lzzy Hale and Taylor Momsen)",In This Moment,3ltS4rlFrCYkdQqGzVjXBi,2020-03-27,0.36,0.957,-4.657,0.24,0.00387,0.0983,0.116,157.058,-15.195848371909648
989,Put Me First (feat. Josh Golden),Witt Lowry,4RmMhIXDNqtZ9xDrUCpn5w,2021-04-23,0.796,0.699,-7.029,0.101,0.294,0.162,0.431,124.115,-16.05548495197836
990,Stay Away (feat. Machine Gun Kelly & Goody Grace),MOD SUN,00okrW9OfjmG0PZJSY3fJd,2020-04-24,0.667,0.636,-5.669,0.082,0.022,0.0908,0.152,158.058,-16.26777343096565
991,Resentment,A Day To Remember,57yI1u6t6cFXbjgjQcRHug,2019-11-22,0.496,0.955,-3.607,0.196,8.3e-05,0.0549,0.143,122.956,-16.931086603872973
992,Don't Let Me Down,Fame on Fire,30hCsbEoGdOwuoFbbmVLa9,2016-07-12,0.521,0.91,-4.712,0.0761,0.012,0.129,0.61,159.965,-18.100971150458893
993,Jar Of Hearts,Through Fire,3LWqNcm5pE2RcWVKHeD35o,2017-04-07,0.405,0.885,-4.823,0.0708,0.00237,0.194,0.614,160.004,-18.144631313987507
994,Losing My Life,Falling In Reverse,6SeFPYWv9lIlSWanyEDYf5,2018-06-26,0.446,0.927,-3.727,0.228,0.027,0.0931,0.274,160.031,-18.15189167182744
995,Uncomfortably Numb,Arrows in Action,5pFnamgeigKBccGiI8Mg2F,2021-10-01,0.556,0.783,-4.946,0.059,0.148,0.0522,0.671,160.947,-19.09456708049871
996,Whiteboyz,Tom MacDonald,28jyhO2BJazsjE902vltpB,2022-02-04,0.876,0.763,-5.455,0.097,0.225,0.225,0.486,120.046,-19.896525123759464
997,HEADSPACE FT. POORSTACY,Fame on Fire,1BmxWm6By6lDTZhAfJuPu3,2020-09-04,0.508,0.946,-4.129,0.0929,0.014,0.213,0.569,162.019,-20.139572667089528
998,Fallen Angel,Mass of Man,5oY7KzR4FrqMeicauL64NO,2018-01-25,0.804,0.482,-10.376,0.282,0.253,0.107,0.194,119.887,-20.968200680504278
999,Die Trying,New Medicine,6WzFJcNLBW3p2cf5ZbWzfE,2020-03-13,0.669,0.622,-5.156,0.0642,0.084,0.128,0.504,116.871,-23.044208773728773
1000,Ti**ies,Krizz Kaliko,7bOsLxLmt2sIvRGx8DKdA9,2013-08-27,0.494,0.877,-4.82,0.217,0.018,0.094,0.367,166.184,-24.318444929540235
1001,Lovely,Lauren Babic,0AFDe9XA8JjerFSsnsP1K8,2020-06-19,0.523,0.563,-8.398,0.0439,0.235,0.0876,0.323,115.1,-25.167219506864026
1002,Pickle Rick,Ekoh,0ByKkm4qqcDPtC2cPWo1wE,2018-06-05,0.725,0.727,-7.055,0.219,0.144,0.465,0.765,168.103,-26.405934823677587
1003,Talk to a Friend,Rain City Drive,6nqCVzh5uUc85E0Kctky9r,2020-08-07,0.398,0.934,-3.581,0.0752,0.0797,0.245,0.629,169.898,-28.020246134435013
1004,Cannot Stop Me,Justin Stone,3FQov3PYCf4rWAfhQ5yjX9,2018-05-31,0.72,0.615,-8.899,0.0542,0.0648,0.176,0.293,112.048,-28.259224551793185
1005,Set Fire to the Rain,No Resolve,6PQ4S4l46rTA6w6uH2BJbO,2021-02-05,0.525,0.913,-3.667,0.0458,0.000344,0.334,0.494,107.991,-31.892310600797153
1006,Sober/Hungover (feat. Arizona Zervas),Sueco,4yfQyGR61s7Mc5898V1BE6,2021-10-29,0.523,0.826,-4.741,0.0769,0.00458,0.0934,0.581,175.112,-33.24083038010971
1007,Selfish,ANTH,068i1kggnQPNhL2gM17ZT5,2019-07-05,0.657,0.705,-6.118,0.262,0.279,0.168,0.159,179.942,-38.12398503761361
1008,Notorious,Adelitas Way,5PZo9NMyNLxOlpEFoYo611,2017-10-20,0.53,0.967,-2.108,0.0657,0.000507,0.0786,0.642,99.962,-39.961816584891956
1009,fast,Sueco,1FOINGDWa0dPgCpMabLT4Y,2019-09-20,0.861,0.599,-7.814,0.217,0.182,0.102,0.527,100.026,-40.042730513248706
1010,Headstrong,Trapt,1AEYT6VxrxXPMoQUxsY0E4,2002-11-05,0.492,0.896,-5.819,0.117,0.000172,0.189,0.534,184.981,-43.13987602838174
1011,Into The Dark (feat. Kellin Quinn),Point North,7qCzenL7S1onPt6QdRsDsd,2020-08-21,0.544,0.921,-4.03,0.0512,0.000504,0.391,0.603,95.018,-44.86476723906392
1012,Voices,Motionless In White,0SnvI0twJ1Mnh0rJlBRrf0,2017-05-05,0.499,0.937,-2.492,0.0605,4.54e-05,0.477,0.569,90.029,-49.87441025854611
1013,Hammer - Travis Barker Remix,"nothing,nowhere.",0O3XBUm7f9qsY1xt0bzU0X,2018-11-30,0.703,0.825,-5.789,0.0463,0.023,0.0786,0.448,89.991,-49.92488046585292
1014,Battle Drums,Kayzo,30XZElqGTzvdg6clMAMcEp,2020-01-15,0.524,0.966,-2.141,0.452,0.0107,0.439,0.386,89.896,-50.01942935896024
1015,Fake Woke,Tom MacDonald,22N2WWWq3pGweYgP5o5q7w,2021-01-29,0.661,0.603,-6.805,0.133,0.0971,0.127,0.158,89.94,-50.02367935414628
1016,Numb,Noise Machine,617b9ZmoT30LRqKk4XYcjh,2021-07-23,0.53,0.766,-8.211,0.0492,0.114,0.105,0.125,86.001,-54.047220507053346
1017,Flames (feat. Avril Lavigne),MOD SUN,6z7mOTf4O20AApGsTNn7fC,2021-01-08,0.54,0.631,-4.569,0.0336,0.00316,0.104,0.194,84.903,-54.98296622652757
1018,History of Violence,Theory of a Deadman,6VgEoB7PXO5VrrQTTkMeRE,2020-01-31,0.587,0.821,-5.041,0.0413,0.0536,0.0932,0.616,81.985,-57.90761876511268
1019,Dysfunctional,Tech N9ne Collabos,1AJx5jJQy9pKKxcnHm85RY,2009-05-19,0.782,0.835,-4.278,0.283,0.281,0.459,0.527,80.014,-59.871129125636465
1020,Get Stoned,Hinder,24Pi0KCtYWtnKxxzopkcPG,2005,0.448,0.933,-4.082,0.0421,0.000417,0.219,0.505,75.991,-63.89085119843649
1021,Here With You,Sick Puppies,2LSeSzBhhkRmyX2h1PHWvH,2016-04-01,0.471,0.763,-4.876,0.0474,0.000254,0.115,0.539,75.986,-63.90265098239013
