,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
153,On The Dark Side,Corey Taylor,4bO8TyUK8fgE1yCwR94qON,2022-02-11,0.431,0.977,-4.078,0.0616,0.00717,0.111,0.456,173.041,-31.16019914842122
154,Atone,Jerry Cantrell,0pUi5YheWJJ8ht0w0lcdrP,2021-10-29,0.478,0.836,-5.573,0.0331,0.00017,0.17,0.21,108.051,-31.87144617655813
155,The Kingdom,Bush,70GPQX67w54kz33PcsXIuk,2020-07-17,0.366,0.845,-3.893,0.096,5.62e-05,0.197,0.446,174.118,-32.23681697310954
156,If I Ever Lose My Faith in You,Disturbed,4wozhA7ftHx3QQPBKCCL9d,2020-09-11,0.379,0.562,-8.078,0.0376,0.0741,0.137,0.172,173.861,-32.240278198970984
157,Wild Child,The Black Keys,0dgAZ1j5irH1FlA5WrpHW4,2022-03-10,0.68,0.639,-6.233,0.0278,0.017,0.0398,0.957,106.991,-32.975166249952416
158,Brighten,Jerry Cantrell,0cMXOqMpNtcPCqe2Q7Yp0b,2021-10-29,0.403,0.732,-4.823,0.0365,8.85e-05,0.307,0.529,106.097,-33.79667601300652
159,Black Summer,Red Hot Chili Peppers,3a94TbZOxhkI9xuNwYL53b,2022-02-04,0.417,0.682,-5.071,0.0295,0.0267,0.109,0.351,105.542,-34.35828443753927
160,Are You Gonna Be My Girl,Jet,305WCRhhS10XUcH6AEwZk6,2003-09-15,0.613,0.953,-3.435,0.0855,0.00148,0.152,0.537,105.046,-34.839944864715754
161,Take Me Out,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,2004-02-16,0.277,0.663,-8.821,0.0377,0.000409,0.136,0.527,104.561,-35.64845633166004
162,Atlas Falls,Shinedown,7m1Lw3uTakxHFxGjXXbE4l,2020-05-22,0.39,0.888,-3.405,0.051,0.102,0.141,0.422,181.979,-40.10124545890501
163,Taking Me Back (Gently),Jack White,5F87lvBBP8EraYzsRBE6Yw,2021-10-18,0.628,0.429,-11.543,0.221,0.541,0.11,0.721,98.939,-41.633895409930666
164,Again,Black Stone Cherry,79wVMF2iOCML96gdWYqO9L,2020-10-30,0.625,0.928,-3.054,0.0316,9.86e-05,0.0937,0.456,98.024,-41.86725854400891
165,The Way You Used To Do,Queens of the Stone Age,52LL3IFB8N3PaJmoZ8Xii1,2017-08-25,0.482,0.843,-5.909,0.288,0.0103,0.362,0.433,97.907,-42.02054584373181
166,Flying On The Ground,Noel Gallagher's High Flying Birds,7uWfSTCp4jJzayH1Pd0RcW,2021-06-11,0.474,0.802,-4.304,0.0302,0.153,0.169,0.332,96.986,-42.89734956639078
167,Give Me One Reason,Black Stone Cherry,7ferG7w5KTSi5xr5ht72Kf,2021-08-27,0.632,0.829,-5.225,0.0434,0.0239,0.173,0.636,96.966,-42.93553856329557
168,Peach,Chevelle,4kk41veCWK4IWWzpTPj7dF,2021-03-05,0.593,0.757,-4.267,0.0344,0.000658,0.0735,0.486,96.376,-43.50742766550781
169,Kill The Noise,Papa Roach,3xr0ZIYqXVKogVu00fJRBX,2021-09-09,0.533,0.865,-5.469,0.0601,0.000428,0.283,0.605,94.969,-44.938743534321155
170,Time Warp,Tenacious D,1qhCgP37cVLRTpg5z72Xzp,2020-10-27,0.45,0.827,-8.03,0.147,0.00699,0.0653,0.693,186.994,-45.294954463907075
171,Boilermaker,Royal Blood,27BEATf1JFhKDmwJdpGVSk,2021-04-30,0.446,0.778,-4.774,0.173,0.000201,0.0492,0.683,94.508,-45.38258927047557
172,Making A Fire,Foo Fighters,2u8NmvhYX6wiviyxJTOhEi,2021-02-05,0.506,0.946,-4.173,0.0652,2.21e-05,0.0528,0.651,91.111,-48.77216474467591
173,Rockstar Sea Shanty,Nickelback,7k2t5SM7IsgEtKtRK8V2sm,2021-02-02,0.69,0.695,-8.633,0.0544,0.353,0.323,0.771,89.997,-50.10425728277352
174,All My Favorite Songs (feat. AJR),Weezer,3A6nR4GSolo160nu7xtDk7,2021-05-12,0.605,0.7,-6.47,0.0277,0.00998,0.116,0.588,84.962,-54.977693805175555
175,North Of No South,Biffy Clyro,43LrnQSfEZULp0nRhOqdU3,2020-08-14,0.425,0.9,-4.235,0.0616,0.000219,0.316,0.552,82.962,-56.92071688496185
176,Impossible,Nothing But Thieves,4ZEvO7TZQTbUGJzqjcPFDD,2020-10-23,0.51,0.52,-7.022,0.03,0.0435,0.0971,0.132,82.99,-56.975135452843354
177,Broken Bells,Greta Van Fleet,2lXGcshKbu1QSq04zEIjAD,2021-04-16,0.436,0.591,-5.465,0.0289,0.0935,0.0902,0.108,79.975,-59.926941146532464
178,"100,000 People",Kings of Leon,2wuxCm6QikYr215FwRMF1I,2021-03-05,0.42,0.466,-8.67,0.0323,0.322,0.0839,0.107,78.015,-62.04690635109036
179,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,2oSpQ7QtIKTNFfA08Cy0ku,1987-09-01,0.381,0.894,-8.638,0.037,0.0258,0.0251,0.797,205.528,-63.818688674143274
180,If I Were You,Nothing But Thieves,5zq85bH7aHwAwYKpPzwyH5,2021-07-23,0.57,0.85,-4.655,0.107,0.0181,0.123,0.329,76.01,-63.87559239346476
181,The Haves,Eddie Vedder,7qKRueZZIBzHdepFiZPKMK,2022-02-11,0.547,0.506,-5.562,0.0239,0.304,0.0948,0.309,76.004,-63.899687773437364
182,Unknown Male 01,Biffy Clyro,7t1zVA0130zZBaE4dU1VpS,2021-10-22,0.334,0.589,-5.78,0.0336,0.000666,0.0741,0.176,66.234,-73.67115852408097
183,God's Country,State of Mine,0nnsBvdSmaGfphj44qiFRl,2021-11-19,0.418,0.888,-3.594,0.0481,0.0033,0.0957,0.23,139.951,-0.006944094714067983
184,Land of the Living,Jonathan Young,1UDEg2zI48QgSxYV2mfV3W,2021-04-30,0.451,0.904,-4.989,0.0481,0.000129,0.299,0.516,140.028,-0.36544840731570005
185,Every Time We Touch,Cole Rolland,2sT7FYL1Hqgy8ZRsq0K2Zw,2020-10-09,0.534,0.96,-5.237,0.0689,0.0071,0.119,0.362,142.197,-0.8514709158496179
186,my sword,Jeris Johnson,1cL1agknM3tbANL8LNLnr7,2021-01-29,0.671,0.713,-5.626,0.0633,0.156,0.172,0.551,141.999,-1.0547870421668226
187,Beast - Southpaw Remix,Various Artists,2fWSwWmKRuyioqIzOzuQGo,2015-07-24,0.596,0.947,-4.514,0.218,0.0252,0.888,0.555,143.991,-2.2505673617947104
188,Gladiator,Zayde Wølf,738SQjONa0q63yhLxvg3m1,2018-06-08,0.54,0.78,-5.872,0.0418,0.0263,0.35,0.514,144.011,-2.6865189250338566
189,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",Sixx:A.M.,1rptK1oec3gjHpzzrxHyln,2020-08-21,0.396,0.781,-5.148,0.0377,0.00158,0.185,0.201,145.06,-3.3539685798931824
190,Head Up,The Score,0Di4xlEas5KZ4pF52Vb2tG,2021-07-23,0.596,0.638,-5.849,0.0557,0.00494,0.138,0.269,144.871,-3.4324701432515345
191,What Hurts the Most,State of Mine,1QvahuKD8lMRzmcx9LdVfh,2018-07-13,0.507,0.885,-3.737,0.0535,0.0439,0.295,0.315,136.02,-3.867421632839542
192,Brittle,Icon For Hire,274jFVlDzqSsUh2PMlsuM7,2021-02-19,0.623,0.881,-4.633,0.0511,0.00247,0.132,0.238,145.975,-4.144715390119886
193,Letdown,Letdown.,6V7aqSHKqZh9j3rMJKIH2C,2021-03-26,0.618,0.893,-1.868,0.0678,0.409,0.0713,0.378,135.027,-5.226838757420069
194,Broken Parts,Smash Into Pieces,2NQceTMZOFjVrH4mYS4ADO,2021-08-27,0.501,0.87,-4.864,0.0615,0.0182,0.262,0.289,147.058,-5.246048805109259
195,Welcome To The War,7kingZ,796kVXVlfWwMyleQEAul6g,2020-10-23,0.699,0.823,-5.377,0.0408,0.000699,0.32,0.288,133.473,-6.551913415426744
196,Heartbeat Failing,Dead by April,1xolJCHO0WZvqVdu6buLk7,2021-03-12,0.422,0.919,-4.168,0.151,0.000245,0.21,0.279,149.989,-8.111246169109084
197,Raging on a Sunday,Bohnes,5rvyUmsWA1LQGHI11FaVai,2018-11-23,0.478,0.83,-6.665,0.071,0.129,0.264,0.47,149.88,-8.403728818182232
198,Learn To Walk Again,Bad Wolves,0WqNI4pN93epyGavKOHqgj,2019-10-25,0.48,0.913,-4.788,0.0803,1.03e-05,0.116,0.262,129.981,-9.934143580401267
199,End of Me,Ashes Remain,5Iuqf7d8G5SAvuKY7MKHbd,2011-08-23,0.59,0.823,-4.606,0.0394,0.00191,0.375,0.572,129.971,-9.9353494193241
200,Thunder,Solence,0lbFjSn5V2vkd3kjTgwIPH,2021-09-10,0.694,0.765,-5.773,0.0613,0.0165,0.179,0.407,129.927,-10.109892303608534
201,Valhalla Calling - Metal Version,Miracle Of Sound,2XGPxkw1HQGRNcUSBJLZaD,2021-03-22,0.412,0.846,-7.401,0.042,0.000273,0.138,0.437,152.014,-10.65844183304958
202,Valhalla Calling - Duet Version,Miracle Of Sound,3K92Zoo7QRawQAWQFXBF3V,2021-11-05,0.477,0.791,-7.74,0.0456,0.0085,0.165,0.35,152.053,-10.80027764469066
203,Another Level,Hollywood Undead,033nWyoCpD9u4RvdkVu20v,2018-07-27,0.73,0.899,-4.427,0.0866,0.145,0.159,0.753,127.996,-11.904370517305624
204,I Will Not Be Stopped,Adelitas Way,7k9H8pG9tlBC527u4GOpGU,2021-05-28,0.705,0.72,-4.352,0.0477,0.0197,0.303,0.612,127.958,-11.93637381989969
205,We Are One,12 Stones,4lhqal0Hq63U2wETCeBdG1,2010-01-01,0.444,0.974,-4.041,0.114,0.000119,0.233,0.306,127.102,-12.780423245723735
206,Sunrise,Youth Never Dies,5UA77nlTM4CusTpZCaCmRD,2020-09-25,0.346,0.914,-4.89,0.0617,0.00135,0.353,0.312,155.12,-13.271567683940624
207,Die With Me,Gemini Syndrome,3e3TZnZbZKYRyUJ9hYGDUL,2021-10-15,0.501,0.834,-7.084,0.0537,1.45e-05,0.284,0.738,154.992,-13.46178392791934
208,The Resistance,Skillet,5O9Dz0h08LuBi0aVvDcylh,2016-08-05,0.483,0.941,-3.598,0.0575,0.000526,0.31,0.503,156.033,-14.156660318704697
209,I Am Defiant,The Seige,4ePKbzLwkIBslceokt2iXZ,2018-04-23,0.477,0.859,-3.649,0.264,0.0932,0.71,0.504,125.044,-14.850802294980394
210,Enemy,Tommee Profitt,5X3T8jHNIJSXviiDmiBdz0,2019-08-23,0.581,0.803,-4.935,0.152,0.343,0.0939,0.0686,124.992,-14.927951750191067
211,Rise Up,Smash Into Pieces,3c2tiAde9rMkVwWznIkPLt,2021-08-27,0.5,0.806,-6.709,0.0486,0.0516,0.15,0.197,124.944,-15.177285979401994
212,Sober,Bad Wolves,6Uaqf3LCwuVebfm5u3ndq9,2019-10-25,0.456,0.813,-6.663,0.047,0.0111,0.174,0.619,157.031,-15.379579007264937
213,Lifeline,Bad Wolves,7ALsy4QJ5BdzWiHbJPglf6,2021-09-08,0.441,0.883,-5.358,0.0765,0.000119,0.294,0.371,123.115,-16.82324417106154
214,Kingdom,All Good Things,4nocvDvvO1WkfDJAwYSXIC,2021-08-20,0.487,0.938,-4.07,0.0734,0.000122,0.3,0.609,159.978,-18.098992863493958
215,Porn Star Dancing,My Darkest Days,3Q8zopc4ABXhysDb1sgLVW,2010-01-01,0.477,0.917,-3.399,0.0814,0.0139,0.0756,0.267,160.021,-18.147788289886915
216,Find My Own Way,Arrested Youth,0gyAtsUMGDlf4FGKLSXnCW,2021-06-25,0.716,0.687,-6.322,0.0422,0.158,0.0902,0.652,160.035,-18.306764663587703
217,One Night,Jeris Johnson,1XvUJqINdj0IiYyvodOBsR,2021-04-30,0.625,0.778,-7.207,0.0642,0.00921,0.103,0.961,160.039,-18.44448919501195
218,The Unknown,10 Years,4cbmDY9GDPhipvX4kY9pRg,2020-09-18,0.484,0.807,-5.386,0.0566,0.00299,0.107,0.253,120.223,-19.709589320342115
219,damn! (with Chad Kroeger) [Remix],Jeris Johnson,3IO95XfEPBkCYAxgCFREuK,2020-12-04,0.779,0.655,-6.812,0.0378,0.28,0.268,0.884,120.026,-20.064362114520765
220,Runaway,Hollywood Undead,2ppAD4evsVMvE6maIUlmZ2,2021-10-22,0.588,0.804,-6.843,0.0797,0.0187,0.171,0.549,119.936,-20.147032219201165
221,damn!,Jeris Johnson,4JuYtPKJJk0HobzktzN4Qg,2020-09-30,0.754,0.591,-7.341,0.0414,0.219,0.209,0.859,119.96,-20.207055590968082
222,Black Widow (feat. Twiggy),Fame on Fire,41gfbN8HW3g9ZKxt24C480,2014-10-19,0.609,0.905,-3.093,0.0649,0.0216,0.132,0.607,163.982,-22.117972268602184
223,Soldiers,Otherwise,1iWgFnhR0oW5Mup8yXDAPW,2012-07-10,0.592,0.877,-4.05,0.0502,0.0095,0.131,0.712,117.106,-22.778842768310493
224,This Is It,Oh The Larceny,273dJWDKMOSB3TfSUiIZwv,2019-05-17,0.731,0.801,-4.772,0.0416,0.0401,0.108,0.68,117.045,-22.85503437713891
225,Wolf in Sheep's Clothing (feat. William Beckett),Set It Off,4WXFDVe299Po8ih6Np54n2,2014-10-14,0.445,0.907,-3.894,0.0773,0.00161,0.403,0.71,165.069,-23.19104030975611
226,Leave It All Behind,Cult To Follow,4I58RPHVzDldHfK3t5HiZA,2011-12-20,0.643,0.954,-3.255,0.108,0.00528,0.466,0.54,114.964,-24.92943446011153
227,Bird Dog,Shaman's Harvest,0yfGTqNRALH9xyV0J7Re1O,2021-05-14,0.632,0.672,-5.67,0.0353,0.0345,0.0941,0.45,114.025,-25.913857445770923
228,Invincible,Adelitas Way,4FthwGFz9SVZgCVqxNXsSK,2009-01-01,0.405,0.962,-4.894,0.0842,0.000213,0.108,0.489,170.023,-28.157671128362487
229,Thank You for Hating Me,Citizen Soldier,1rC8X5z0RpDlwM2jmIXyNb,2021-08-11,0.421,0.873,-6.335,0.0856,0.00294,0.378,0.552,170.133,-28.35058064969617
230,Own It,Adelitas Way,0KkIi7P8LcDTDBaJ0BHk3Z,2021-03-12,0.528,0.819,-4.109,0.0925,0.0568,0.167,0.616,172.045,-30.165223507240537
231,My Demons,STARSET,3Xfg7AegXaDLoD5GOUMf2e,2014,0.274,0.652,-6.196,0.0625,0.00768,0.108,0.1,173.008,-31.208060080560877
232,Gunfight,Sick Puppies,0is4yL58CcQ4Gv4WgTGr9N,2013-01-01,0.386,0.812,-5.435,0.054,7.19e-05,0.0809,0.508,173.102,-31.255834688472582
233,The End / Undead,Zero 9:36,1GodulW331hO1RQTf1KpjD,2021-02-26,0.584,0.957,-4.789,0.13,0.00356,0.407,0.701,108.029,-31.866322480159333
234,Left Outside Alone,Blind Channel,1WL0LgivNCROtFgikjE9oa,2020-07-01,0.52,0.925,-4.974,0.0606,0.000142,0.296,0.267,107.985,-31.91309568885356
235,What It Takes,Adelitas Way,6wXFPlgXTT3k757WSzS6CE,2020-08-14,0.517,0.88,-4.092,0.0776,0.00135,0.092,0.612,174.144,-32.2640190931177
236,INFECTED,STARSET,0gJPHCF06ON7FKzzNqB2hf,2021-10-22,0.508,0.823,-4.785,0.0346,0.000465,0.112,0.474,107.589,-32.303605900480484
237,All In,Adelitas Way,2MwZB139D4vzs59l2iL2rJ,2020-08-14,0.431,0.96,-3.307,0.134,0.00688,0.34,0.41,175.924,-34.048742697312576
238,White Rabbit,Egypt Central,6xwak2gJxMwbLBEJVier7X,2011-05-31,0.489,0.887,-5.388,0.081,0.00209,0.0531,0.626,175.969,-34.11865158295236
239,TRIALS,STARSET,23wrmyJ1S2sjeh2dFN5P9k,2019-09-13,0.478,0.667,-6.806,0.0537,0.000358,0.121,0.248,105.799,-34.200219911559245
240,Surviving The Game,Skillet,5302m3J0HLANBaH3bCdDBb,2021-09-15,0.535,0.979,-3.593,0.0597,0.000666,0.084,0.432,103.996,-35.88758019379189
241,Death Grip,Watt White,2fZFQe9qyQx1AX7tZ3Uztl,2019-03-01,0.439,0.92,-3.772,0.107,0.00655,0.351,0.533,177.987,-36.106681646628
242,Heart-Shaped Box,State of Mine,4y3aX4S2xdNVQlgtq5LENB,2021-06-25,0.143,0.698,-5.477,0.0415,0.00541,0.127,0.184,178.678,-36.829942366220905
243,MONTERO (Call Me By Your Name),Fame on Fire,1LBrUfVqM8qq6UfxIIjIMO,2021-07-16,0.488,0.929,-5.354,0.161,0.00326,0.0616,0.646,179.154,-37.3000496745808
244,Archangel,Amaranthe,63aGgWIoGfl3wxykzje8eJ,2020-10-02,0.407,0.967,-7.104,0.0666,0.000316,0.089,0.227,180.027,-38.27358211323286
245,Carry on Wayward Son,Neoni,34GWfxjJsVNCGrhIHK9wPc,2018-07-13,0.319,0.273,-12.695,0.0336,0.0939,0.134,0.132,179.981,-39.07320119324553
246,Trenches,Pop Evil,3bmYpOfK6nLgr4GAtujhB8,2013-05-14,0.546,0.95,-3.805,0.0552,0.000158,0.21,0.603,100.003,-39.879613747970836
247,Judas,Fozzy,2QQDH8gt4nyxFu2XX6bhG8,2017-10-13,0.418,0.907,-3.675,0.0584,0.000101,0.346,0.473,99.17,-40.71281561931075
248,Panic,From Ashes to New,6MOm4FSE2fk1NFd5fcqoSq,2020-08-28,0.529,0.961,-3.561,0.132,0.000318,0.319,0.292,98.067,-41.8166024962043
249,Fuck It,New Medicine,71xXhknXQpMkFJ8crWeNR9,2021-06-03,0.52,0.803,-3.869,0.271,0.0676,0.139,0.613,184.184,-42.30398709358479
250,The Shift,10 Years,4kRDWcWcBlkcQNoWyWSkTg,2020-09-18,0.498,0.949,-4.367,0.0575,0.000324,0.0783,0.517,95.027,-44.856966193942505
251,WWYDF,Zero 9:36,52jC5QLj1sazMXPIxl68l0,2019-09-27,0.424,0.891,-5.279,0.0366,0.0039,0.0687,0.397,94.023,-45.87780961219107
252,Be Legendary,Pop Evil,3pOMQhSSzx6IZ96kMef6i1,2018-02-16,0.548,0.945,-3.126,0.0519,5.4e-05,0.199,0.383,93.96,-45.92870901372315
253,Sane - Radio Edit,Fozzy,3TonaQwJRjWumOCTTelEkh,2021-05-28,0.391,0.887,-3.93,0.0496,1.2e-05,0.271,0.653,93.681,-46.20154079246719
254,Sane,Fozzy,6wmX7e9bJkEmOGNX0o1KcJ,2021-05-28,0.402,0.872,-4.585,0.0794,2.67e-05,0.35,0.5,93.296,-46.59037050734798
255,Can't help falling in love,Nomy,5xd7nA7jVKQCOyzE9nnUUI,2021-05-14,0.336,0.757,-4.518,0.0428,0.122,0.148,0.132,92.938,-46.94799317623372
256,I'm Dangerous,The EverLove,7K0WZ75nHqj450OYd3ZywF,2018-10-03,0.691,0.841,-7.026,0.0436,0.00438,0.31,0.755,92.025,-47.95613952561815
257,Heroin(e),Eva Under Fire,6I10pyraPKbTSMLoBwdblm,2020-09-18,0.524,0.896,-2.425,0.0488,0.00938,0.104,0.376,91.537,-48.36790520847567
258,How Far I'll Go,No Resolve,2iB9hwmK8z1GSbVLxo7p2g,2022-01-28,0.233,0.968,-3.126,0.106,0.000676,0.318,0.459,91.049,-48.840024093956146
259,Survivor,Pop Evil,1wBtnfOFCMmr6yOy1dE5VM,2021-05-21,0.606,0.749,-5.983,0.0289,0.00271,0.0609,0.408,90.046,-49.87710032545403
260,All Eyes on You,Smash Into Pieces,5D29PI3g8UmTHLnjX7e3CQ,2020-08-28,0.591,0.72,-6.181,0.0374,0.0482,0.117,0.259,90.035,-49.89643332723134
261,They Don't Care About Us,Saliva,2yhpa4tgc5SeM6ErBm26fK,2016-06-10,0.596,0.909,-3.68,0.0422,0.00122,0.0522,0.609,89.976,-49.90717730470353
262,You're Going Down,Sick Puppies,5omWAB5iNMHvbAfBSzkdu8,2010-01-01,0.488,0.842,-5.926,0.0469,0.0116,0.146,0.41,90.003,-49.91729248918642
263,All Eyes On You - Acoustic Version,Smash Into Pieces,03DpnquONj2flpWm4p4Vsg,2021-06-04,0.58,0.509,-10.135,0.0497,0.275,0.111,0.402,90.158,-50.102608352220194
264,Shape of You,Fame on Fire,54SMw8TnDcuieolVRXBmni,2017-01-29,0.53,0.92,-2.912,0.0734,0.0255,0.168,0.738,191.977,-50.10734105411904
265,Whatever It Takes,Hollywood Undead,2ouOVzQTzSsLa2OH1Zxhvu,2017-10-27,0.686,0.862,-3.426,0.034,0.00207,0.148,0.472,87.48,-52.404616082301665
266,The Champion,The Score,5AU57UY8wDFicbZw8E6mw2,2020-08-28,0.407,0.653,-5.901,0.035,0.000935,0.402,0.355,85.985,-53.932396909827226
267,Running Away from Home,Smash Into Pieces,4WtbSC67H1NMEO8DKW5PBv,2021-08-27,0.231,0.834,-4.234,0.0445,0.0572,0.0662,0.363,85.516,-54.36693961298165
268,Blinding Lights,Saint Asonia,7js8kgidJpIpFuFaB8e8qp,2021-11-18,0.193,0.838,-4.125,0.0721,7.65e-05,0.308,0.372,82.981,-56.901539141295885
269,The Thunder Rolls - The Long Version,State of Mine,5MBUFHBedRCBkGfXp0N6tf,2021-03-05,0.445,0.817,-5.775,0.033,0.00884,0.411,0.328,81.992,-57.91851754196628
270,Finish Line,Skillet,2GJ1xx5ZoeIJYbQKLSpoZ3,2019-08-02,0.53,0.803,-5.031,0.0386,0.0545,0.316,0.565,80.992,-58.90002608715026
271,Skin - Rock Mix,Sixx:A.M.,3PfbKAHkSjFaZEtD4UoeR8,2021-10-22,0.421,0.681,-5.671,0.0342,0.00013,0.112,0.221,80.452,-59.45482971665067
272,Ladies And Gentlemen,Saliva,48ncRBVLgiu8MY7O70VVw5,2007-01-01,0.459,0.908,-4.937,0.046,0.000101,0.145,0.495,80.093,-59.7968454114242
273,Harder To Breathe,Letdown.,2SZCMA6B76Cc9a9DaAJsRk,2020-12-25,0.536,0.81,-4.14,0.0764,0.165,0.58,0.549,78.958,-60.92561762035893
274,Deafening,Solence,7pIfmKmfVcZT33CDfFTYCp,2021-09-10,0.42,0.949,-6.214,0.189,0.000181,0.101,0.171,77.064,-62.85848127365252
275,2 Middle Fingers,State of Mine,3l0y7QwjtDPtKEw4ucTg0i,2021-04-16,0.441,0.991,-3.761,0.114,7.74e-06,0.371,0.489,74.973,-64.90922696392973
276,Hero,Skillet,4CbKVDZkYKdv69I4bCaKUq,2009-08-21,0.533,0.967,-2.543,0.0995,0.00791,0.336,0.782,142.018,-0.8599544624036994
277,Neurotic (feat. Lukas Rossi),Three Days Grace,0lMYQaJNpyo4NIdLiv5eXY,2022-02-17,0.471,0.803,-3.126,0.0384,5.84e-05,0.11,0.237,142.92,-1.2018102287156163
278,The Rain,Smash Into Pieces,3VfLjiVTnB7VQnzK0gUr0d,2021-11-26,0.46,0.722,-5.338,0.0467,0.00481,0.115,0.371,137.992,-2.2146079360696023
279,The Past Is Dead,Beartooth,7M7AFtWYg73Kvj5cTZUjiZ,2021-06-25,0.44,0.95,-2.993,0.0769,0.00449,0.363,0.51,144.981,-3.2144200347861585
280,I'm Not A Vampire - Revamped,Falling In Reverse,5aoBuRB9lHxCh1J25wTPhQ,2021-02-12,0.403,0.501,-5.781,0.0301,0.366,0.166,0.136,136.212,-4.051653436367047
281,HELL TO HAVE YOU,Our Last Night,75IgEto7grPuLZpqr1L1kQ,2021-08-06,0.412,0.92,-3.434,0.134,0.000997,0.558,0.474,135.031,-4.885606358408064
282,Rainy Day,Ice Nine Kills,3AkCkuC8LuRFEnvyKBQUOg,2021-10-15,0.466,0.944,-4.103,0.177,0.000119,0.379,0.384,134.993,-4.895118915787771
283,Astronaut In The Ocean,Our Last Night,2qjH6wZfR0g11ZiT7KqyRO,2021-03-25,0.519,0.956,-2.982,0.0788,0.00113,0.106,0.655,149.942,-8.116844407879414
284,Make Believe,Memphis May Fire,5NLi9YVXt9pMAXS068FY9o,2022-02-18,0.556,0.924,-4.048,0.0701,0.00225,0.11,0.49,131.014,-8.869878464435098
285,Bodies,Drowning Pool,7CpbhqKUedOIrcvc94p60Y,2001-01-01,0.656,0.932,-3.405,0.0708,0.00347,0.144,0.544,130.936,-8.963845748182987
286,The Violence,Asking Alexandria,2918T2ucPJn7lIxP0IGZnW,2020-05-15,0.646,0.851,-4.22,0.0662,0.00618,0.629,0.333,129.921,-9.974392719446712
287,abcdefu,Our Last Night,6EWepM3ld6UUzS2heUGNtg,2022-02-03,0.491,0.965,-4.911,0.0744,0.000155,0.388,0.331,129.881,-10.045326900755962
288,Dead Body,Call Me Karizma,0pn0VOIiGSzYNgH6YQPY2Y,2022-02-11,0.69,0.787,-5.332,0.0731,0.0369,0.111,0.94,151.975,-10.198658241686163
289,Re-Entry (feat. Mark Hoppus),A Day To Remember,2f2WCKwB1r2SH7AvJc0P8W,2022-01-20,0.435,0.852,-4.895,0.0781,9.45e-05,0.393,0.382,128.627,-11.293320061350803
290,We Are No Saints,Blind Channel,3BPdKJxzfJX63N7LYLDpI6,2021-11-11,0.438,0.857,-5.526,0.106,7.33e-05,0.0924,0.397,128.082,-11.897850947176028
291,you broke me first,Our Last Night,7gAfY8Y5aBrsAfNaejxXMY,2021-01-28,0.515,0.949,-3.521,0.0806,0.000103,0.348,0.308,124.069,-15.818763532521633
292,Left For Dead,Memphis May Fire,6IOkD91cfmMM1uw7oGoyzx,2021-12-17,0.473,0.991,-2.605,0.253,5.02e-05,0.276,0.464,123.866,-16.06976309553767
293,What Would You Do?,Seether,0NWvwMNhJW0vIMrWHmrp6Q,2021-07-30,0.564,0.753,-5.409,0.0342,0.00269,0.111,0.28,123.007,-16.935855354979633
294,Animal I Have Become,Three Days Grace,56sk7jBpZV0CD31G9hEU3b,2006-06-25,0.553,0.853,-3.668,0.0339,0.000684,0.126,0.506,122.023,-17.86145441222492
295,Kill Beautiful Things,DED,3aLmbVl1n6Vc8XTcTGfWPj,2021-10-15,0.532,0.962,-4.298,0.0847,6.05e-05,0.663,0.556,121.99,-17.902084956003467
296,ABCDEFU,Fame on Fire,09tU4Rj3VeiFNPQ9eqJCG0,2022-02-16,0.588,0.883,-2.5,0.05,0.000392,0.139,0.545,122.027,-17.91091381528662
297,DiE4u,Bring Me The Horizon,2gT72HL4Y84K2Mle3miAMJ,2021-09-16,0.355,0.919,-3.771,0.356,0.00234,0.262,0.259,159.922,-18.044173717685027
298,So Called Life,Three Days Grace,5EIKp1TKhUNdsThloWPa53,2021-11-29,0.502,0.905,-4.162,0.0634,0.00021,0.0601,0.481,160.064,-18.18469176572004
299,Bulletproof (feat. Johnny 3 Tears),From Ashes to New,7i4ndUYUDIjxQahukeOFWe,2021-06-25,0.373,0.792,-5.765,0.174,0.00228,0.12,0.299,121.538,-18.430258291038506
300,Another Life,Motionless In White,0YZEYxd1oiqZRFhnnmTKKi,2019-06-07,0.39,0.939,-3.828,0.0787,5.08e-05,0.0968,0.495,161.997,-20.116659159758026
301,Monsters (feat. Demi Lovato and blackbear),All Time Low,50DMJJpAeQv4fIpxZvQz2e,2020-12-04,0.51,0.787,-3.712,0.0529,0.0137,0.368,0.793,162.092,-20.217195283747557
302,Bitch Slap,Tech N9ne,0lDQyQYmKzE0er8Ci8mIWQ,2020-08-14,0.477,0.763,-5.184,0.124,0.00259,0.392,0.346,162.062,-20.21831695266914
303,Somebody That I Used to Know,Three Days Grace,100lHmeZbp3OvinYgotmVc,2020-07-22,0.6,0.639,-7.705,0.0388,0.00062,0.249,0.513,119.962,-20.25798371416184
304,Vanguard,Smash Into Pieces,5NxVQJrYanVUMotKD02TaP,2022-03-11,0.408,0.941,-4.085,0.0831,0.000518,0.163,0.494,163.937,-22.056511486580447
305,If Tomorrow Never Comes,Bad Wolves,0OzYhueF403FBct7orzGEg,2021-10-29,0.356,0.927,-4.915,0.149,2.36e-05,0.0997,0.251,163.991,-22.130886938574704
